player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ismael Fuller,121678,WR,HOUCHR,11,41.4,0,183,56.9,,49.5,0,0,0,0.0,0.0,,1,0,0,142,0,0,0,343,0,201,0,0,142,0
Chris Corbo,159302,TE,DARTMOUTH,10,40.6,0,148,75.0,70.6,70.6,0,0,7,3.5,3.3,100.0,1,0,0,142,0,0,0,350,7,215,0,0,135,100
Lofton O'Groske,192036,WR,S DAK ST,11,46.6,0,292,64.7,,68.1,0,0,0,0.0,0.0,,1,0,0,142,0,0,0,305,0,163,0,0,142,0
James Miller,148699,TE,COLUMBIA,9,74.7,0,145,55.6,72.8,65.2,0,0,10,17.9,18.6,100.0,2,0,0,142,0,0,0,190,11,59,0,0,131,174
Kamden Sixkiller,133096,QB,MCNEESE,9,38.6,0,217,53.7,,60.0,0,0,0,0.0,0.0,,1,0,0,142,0,0,0,368,0,208,0,0,142,0
Mike Chandler II,139371,QB,CAMPBELL,12,34.0,0,131,70.3,,60.9,0,0,0,0.0,0.0,,1,0,0,141,0,0,0,415,0,209,0,0,141,0
Jacorian Sewell,169535,HB,ALCORN ST,12,28.8,0,107,71.6,62.6,57.7,1,3,64,25.2,25.9,96.9,0,4,0,141,0,0,0,489,70,270,0,0,71,1
Caden Burti,156807,WR,ALBANY,12,34.0,0,106,65.2,,55.3,0,0,0,0.0,0.0,,0,0,0,141,0,0,0,415,0,273,0,0,141,0
Mason Scott,189336,G,STETSON,5,100.0,0,302,62.7,51.2,64.7,4,2,87,100.0,100.0,96.6,0,6,0,141,17,93,0,141,91,91,31,0,50,0
Apollos Cook,170043,WR,MERCER,13,48.6,0,219,56.2,,64.1,0,0,0,0.0,0.0,,0,0,0,141,0,0,0,290,0,149,0,0,141,0
Aviyon Smith-Mack,171609,WR,LIUSHAR,10,40.5,0,1298,62.9,,58.2,0,0,0,0.0,0.0,,0,0,0,141,0,0,0,348,0,206,0,0,141,2
Zion Booker,177939,WR,W CAROLINA,8,35.8,0,344,78.3,63.4,59.4,0,0,1,0.4,0.4,100.0,2,0,0,141,0,0,0,394,1,254,0,0,140,0
Quaydarius Davis,160757,WR,SOUTHERN U,7,46.5,0,297,61.4,,65.7,0,0,0,0.0,0.0,,0,0,0,141,0,0,0,303,0,161,0,0,141,0
Shawn Harris Jr.,105004,WR,RHODE ISLD,14,33.2,0,274,60.9,,54.0,0,0,0,0.0,0.0,,2,0,0,140,0,0,0,422,0,275,0,0,140,3
Kaleb Jackson,167198,QB,CHARLES SO,9,42.4,0,135,47.5,,60.0,0,0,0,0.0,0.0,,0,0,0,140,0,0,0,330,0,160,0,0,140,0
Elkhanan Tanelus,104625,G,E ILLINOIS,8,100.0,0,158,63.1,60.1,62.7,2,4,74,100.0,100.0,95.9,0,6,0,140,0,129,0,140,79,79,11,0,61,0
Tyler Siddons,164227,TE,CENT ARK,12,80.5,0,132,31.9,56.4,41.1,0,0,22,40.7,39.3,100.0,1,0,0,140,0,0,0,174,22,56,0,0,118,167
Damonta Witherspoon,138062,HB,SAMFORD,11,29.5,0,282,68.3,68.7,74.0,1,0,60,22.6,22.7,99.2,1,1,0,140,0,0,0,474,63,277,0,0,77,0
Anthony Williams Jr.,144472,HB,STF AUSTIN,9,48.1,0,301,60.4,83.4,57.7,0,0,29,17.0,17.3,100.0,1,0,0,139,0,0,0,289,30,173,0,0,109,39
Ethan Greenwood,161869,QB,LIUSHAR,12,32.1,0,1298,77.6,81.4,60.5,0,0,2,1.1,1.1,100.0,2,0,0,139,0,0,0,433,2,179,0,0,137,0
Manasseh Ripert,167761,T,W CAROLINA,4,100.0,0,344,55.1,60.2,51.3,1,2,73,100.0,100.0,97.9,0,3,0,139,0,1,1,139,76,76,0,137,63,0
Mari Adams,165210,HB,DAVIDSON,11,36.8,0,149,89.7,48.1,59.2,0,0,46,50.5,53.1,97.8,0,1,1,139,0,0,0,378,51,96,0,0,88,5
Matthew Pilc,148754,TE,CORNELL,7,64.1,0,147,47.4,59.8,59.6,0,1,21,21.4,22.0,97.6,1,1,0,139,0,0,0,217,22,100,0,0,117,159
Targhee Lambson,179003,HB,SO UTAH,12,23.1,0,298,93.0,75.5,42.4,1,1,91,41.4,42.6,98.9,0,2,0,139,0,0,0,602,100,235,0,0,39,0
Tyler Hatcher,156757,TE,HAMPTON,10,64.1,1,178,49.8,69.2,44.6,0,0,5,6.6,6.0,100.0,1,0,0,139,0,0,0,217,5,83,0,0,134,135
Everett Carr,176760,T,MONTANA ST,9,100.0,0,233,58.0,65.5,56.0,0,2,30,100.0,100.0,96.7,0,2,0,138,0,0,0,138,31,31,20,117,107,0
Tristan Michaud,144545,WR,S DAKOTA,14,72.6,0,291,52.2,,60.3,0,0,0,0.0,0.0,,1,0,0,138,0,0,0,190,0,52,0,0,138,0
Kevin Garcia,191686,G,STNY BROOK,6,100.0,0,303,56.8,83.4,54.1,0,0,52,100.0,100.0,100.0,1,0,0,138,0,68,0,138,57,57,69,0,81,1
Hollis Mathis,104797,WR,WM & MARY,12,33.2,0,348,76.8,,68.0,0,0,0,0.0,0.0,,2,0,0,138,0,0,0,416,0,262,0,0,138,0
Jack Layne,158966,QB,IDAHO,6,41.2,0,185,71.7,,60.3,0,0,0,0.0,0.0,,1,0,0,138,0,0,0,335,0,186,0,0,138,0
Isaiah Eastman,170713,WR,N ARIZONA,13,36.9,0,252,61.2,,53.6,0,0,0,0.0,0.0,,1,0,0,138,0,0,0,374,0,217,0,0,138,2
Chance Miller,159044,WR,PORTLAND,11,40.9,0,269,53.3,,62.2,0,0,0,0.0,0.0,,0,0,0,138,0,0,0,337,0,199,0,0,138,0
Molayo Irefin,191608,WR,MAINE,11,36.0,0,212,59.2,,61.0,0,0,0,0.0,0.0,,0,0,0,137,0,0,0,381,0,242,0,0,137,0
Jamarkius Garrett,178530,C,ARKAPB,9,100.0,0,112,63.4,61.5,62.0,0,1,76,100.0,100.0,99.3,0,1,0,137,114,0,0,137,78,78,22,0,59,0
Braylon Henderson,109500,WR,N DAK ST,14,34.7,0,250,62.1,,68.7,0,0,0,0.0,0.0,,3,0,0,137,0,0,0,395,0,258,0,0,137,2
T.J. Speight,148001,WR,MONMOUTH,12,33.0,0,231,87.3,,54.1,0,0,0,0.0,0.0,,0,0,0,137,0,0,0,415,0,272,0,0,137,4
Keylan Johnson,136890,WR,TARLETON,7,57.6,0,401,58.7,,63.2,0,0,0,0.0,0.0,,2,0,0,137,0,0,0,238,0,101,0,0,137,0
David Murray,178652,TE,PRVIEW A&M,12,62.1,0,270,41.9,61.1,38.7,0,2,30,27.8,27.2,96.7,1,2,0,136,0,0,2,219,31,114,0,1,105,161
Shaun Grayson,85731,TE,LAMAR,11,73.5,1,204,50.3,73.8,66.7,0,0,8,15.7,15.5,100.0,4,0,0,136,0,0,0,185,9,58,0,0,127,126
Tim Artis Jr.,164053,G,HOWARD,3,100.0,0,184,65.2,86.2,59.2,0,0,61,100.0,100.0,100.0,0,0,0,136,46,0,0,136,63,63,90,0,73,0
Kerrick Ross,178881,WR,MS VLY ST,6,38.0,0,228,62.1,,55.6,0,0,0,0.0,0.0,,1,0,0,136,0,0,0,358,0,215,0,0,136,2
Zach Russell,176708,TE,E KENTUCKY,13,87.7,0,159,56.9,78.5,58.3,0,0,5,22.7,29.6,100.0,0,0,0,136,0,0,0,155,8,27,0,0,128,144
Vinson Davis III,147920,WR,S ILLINOIS,11,29.2,0,295,63.1,,55.6,0,0,0,0.0,0.0,,0,0,0,136,0,0,0,465,0,324,0,0,136,2
Elijah Ervin,177211,WR,S DAK ST,13,72.0,0,292,57.5,,80.0,0,0,0,0.0,0.0,,0,0,0,136,0,0,0,189,0,53,0,0,136,0
Tama Tuitele,100993,TE,N COLORADO,9,70.5,0,253,45.6,76.9,48.8,0,0,15,21.4,21.1,100.0,2,0,0,136,0,0,0,193,15,71,0,0,121,85
Thomas Brown,169556,G,TEXAS STHN,3,100.0,0,313,50.4,41.9,50.7,1,3,60,100.0,100.0,95.0,1,5,1,135,0,0,0,135,65,65,74,60,70,0
Joey Wassler,173918,TE,PRINCETON,8,60.5,0,272,49.5,50.6,44.6,0,1,28,25.5,26.1,94.6,2,2,1,135,0,0,0,223,31,119,0,0,104,157
Hunter Rice,149970,HB,VA MILT IN,12,26.4,0,336,69.5,72.8,57.0,0,3,82,32.0,31.7,98.2,0,3,0,135,0,0,0,512,84,265,0,0,51,0
KJ Reed,177360,WR,FORDHAM,12,42.3,0,168,61.8,,64.4,0,0,0,0.0,0.0,,0,0,0,135,0,0,0,319,0,183,0,0,135,0
Eni Falayi,147417,TE,UTAHTC,6,40.2,0,1285,77.7,62.5,50.9,0,0,21,10.0,9.6,100.0,2,0,0,134,0,0,0,333,21,219,0,0,113,154
Scott Woods,148888,WR,HARVARD,10,29.3,0,179,71.0,54.4,70.7,0,0,0,0.0,0.0,,1,0,0,134,0,0,0,457,0,317,0,0,134,0
Tim Suk,150787,T,SACR HEART,2,100.0,1,280,70.7,74.2,66.5,0,2,50,100.0,100.0,98.0,1,2,0,134,0,0,0,134,52,52,0,134,82,0
Myles Wilson,148603,WR,MERRIMACK,10,51.3,0,385,55.6,66.8,64.4,0,0,2,1.6,1.6,100.0,0,0,0,134,0,0,0,261,2,129,0,0,132,2
Simon Brackin,155368,TE,PRINCETON,7,82.7,0,272,61.7,76.7,60.7,0,0,30,51.7,55.6,100.0,1,0,0,134,0,0,0,162,35,63,0,0,99,137
Isaias Sierra,86098,G,N COLORADO,7,100.0,0,253,63.2,64.0,61.5,0,1,66,100.0,100.0,97.7,0,2,1,134,29,103,0,134,69,69,0,0,65,0
Guan Price II,173956,G,HAMPTON,4,100.0,0,178,63.2,76.9,59.4,0,0,51,100.0,100.0,100.0,0,0,0,133,16,71,0,133,56,56,38,0,77,8
Gabe Kays,192163,G,MOREHEAD,4,100.0,0,234,50.5,52.1,49.4,1,1,71,100.0,100.0,95.8,0,4,2,133,63,70,0,133,73,73,0,0,60,0
Caleb Borders,168338,WR,GARD-WEBB,10,37.8,0,171,62.2,,60.9,0,0,0,0.0,0.0,,1,0,0,133,0,0,0,352,0,219,0,0,133,0
Deablo Mcgee,196855,WR,ALCORN ST,9,44.0,0,107,62.8,61.0,73.1,0,0,0,0.0,0.6,,1,0,0,133,0,0,0,302,1,169,0,0,132,0
Junior Bergen,147642,WR,MONTANA,13,28.2,0,232,70.2,,60.4,0,0,0,0.0,0.0,,0,0,0,133,0,0,0,472,0,338,0,0,133,1
Jimmie Haywood,121460,TE,ALABAMA ST,11,89.9,0,105,48.3,75.3,43.7,0,0,8,36.4,34.8,100.0,1,0,0,133,0,0,0,148,8,23,0,0,125,45
Brayden Jellison,177123,G,ILL STATE,4,100.0,0,188,61.1,72.2,57.9,0,0,58,100.0,100.0,100.0,0,0,0,133,0,133,0,133,60,60,0,0,73,0
Daemon Dawkins,153930,WR,ARKAPB,12,38.4,0,112,64.2,,52.9,0,0,0,0.0,0.0,,0,0,0,132,0,0,0,344,0,212,0,0,132,8
DeQuadrion Welch,186066,WR,ALAB A&M,8,42.2,0,104,71.5,68.5,57.5,0,0,2,1.2,1.1,100.0,2,0,0,132,0,0,0,313,2,178,0,0,130,0
Brayden Blackmon,150006,TE,W CAROLINA,12,51.2,0,344,61.2,52.9,68.5,1,2,22,15.4,16.0,93.2,0,3,0,132,0,0,0,258,24,150,0,0,108,194
Latrell Fordham,145756,WR,YNGTOWN ST,6,47.3,0,353,67.8,,54.3,0,0,0,0.0,0.0,,0,0,0,132,0,0,0,279,0,146,0,0,132,0
Tristin Duncan,192930,WR,W ILLINOIS,12,33.9,0,345,59.5,,69.3,0,0,0,0.0,0.0,,1,0,0,132,0,0,0,389,0,257,0,0,132,0
DePhabian Fant,143329,HB,MS VLY ST,11,47.3,0,228,66.8,66.9,67.3,1,0,77,49.7,49.7,99.4,0,1,0,132,0,0,0,279,79,159,0,0,53,0
Jaden Thrower,159087,WR,WEBER ST,7,47.8,0,342,63.1,,60.0,0,0,0,0.0,0.0,,0,0,0,132,0,0,0,276,0,144,0,0,132,1
DreSean Kendrick,142417,WR,WM & MARY,10,40.5,0,348,65.7,,70.7,0,0,0,0.0,0.0,,0,0,0,132,0,0,0,326,0,193,0,0,132,0
Jerrell Wimbley,164117,HB,STF AUSTIN,11,41.8,0,301,65.3,79.6,58.0,0,3,58,32.8,34.4,97.4,1,3,0,132,0,0,0,316,63,183,0,0,69,26
Goldie Lawrence,170346,WR,FL A&M,10,43.4,0,164,65.3,,68.1,0,0,0,0.0,0.0,,2,0,0,132,0,0,0,304,0,171,0,0,132,0
Archie Cox,161313,WR,BUTLER,12,65.5,0,127,61.7,,58.3,0,0,0,0.0,0.0,,0,0,0,131,0,0,0,200,0,68,0,0,131,2
Daniel Lopes,148477,WR,VILLANOVA,12,36.1,0,334,54.8,,53.6,0,0,0,0.0,0.0,,1,0,0,131,0,0,0,363,0,232,0,0,131,2
Asa Wondeh,160754,WR,TENN MARTN,14,39.7,1,310,54.0,,39.0,0,0,0,0.0,0.0,,3,0,0,131,0,0,0,330,0,191,0,0,131,0
Logan Bednar,72195,G,MONMOUTH,6,100.0,0,231,64.4,82.7,59.6,0,0,64,100.0,100.0,100.0,0,0,0,131,0,3,0,131,69,69,128,0,62,0
Nolan Ulm,141541,WR,E WASHGTON,4,54.8,0,161,47.5,,55.3,0,0,0,0.0,0.0,,1,0,0,131,0,0,0,239,0,108,0,0,131,0
Savion Sims,153278,WR,TEXAS STHN,9,53.9,0,313,55.9,,66.7,0,0,0,0.0,0.0,,0,0,0,131,0,0,0,243,0,112,0,0,131,0
Ethan Bronson,142794,G,CAL POLY,5,100.0,0,129,58.9,75.7,54.1,0,3,61,100.0,100.0,97.5,0,3,0,131,0,131,0,131,65,65,0,0,66,0
A.J. Little,177829,WR,CHATTNOOGA,12,61.3,0,137,53.2,,64.6,0,0,0,0.0,0.0,,0,0,0,130,0,0,0,212,0,82,0,0,130,0
Jayce Medlock,97820,TE,PRVIEW A&M,12,56.0,0,270,63.8,67.9,57.6,0,1,24,19.8,19.7,97.9,0,1,0,130,0,0,1,232,25,127,1,0,105,168
Breylin Smith,160547,WR,HOWARD,11,33.9,0,184,53.1,,51.3,0,0,0,0.0,0.0,,3,0,0,130,0,0,0,384,0,252,0,0,130,0
Kenyon Miles,170930,WR,VILLANOVA,10,45.6,0,334,49.4,,67.6,0,0,0,0.0,0.0,,1,0,0,130,0,0,0,285,0,155,0,0,130,0
Garrett Cody,104932,WR,FORDHAM,7,39.8,0,168,57.1,,51.0,0,0,0,0.0,0.0,,0,0,0,130,0,0,0,327,0,197,0,0,130,0
Bradley Clark,88749,WR,S ILLINOIS,12,38.0,0,295,63.6,,64.9,0,0,0,0.0,0.0,,1,0,0,130,0,0,0,342,0,212,0,0,130,0
Scrappy Osby,160850,WR,NICHOLLS,12,35.4,0,243,65.2,,51.2,0,0,0,0.0,0.0,,4,0,0,130,0,0,0,367,0,236,0,0,130,0
Ashur Carraha,165036,QB,STHLSK,4,48.7,0,1470,64.5,,60.0,0,0,0,0.0,0.0,,1,0,0,130,0,0,0,267,0,121,0,0,130,0
Cameron Peters,123326,QB,PRVIEW A&M,8,39.0,0,270,49.9,,60.5,0,0,0,0.0,0.0,,3,0,0,130,0,0,0,333,0,190,0,0,130,0
Hunter Provience,176776,TE,MONTANA ST,12,77.4,0,233,80.1,70.3,70.3,0,0,6,14.3,13.6,100.0,0,0,0,130,0,0,0,168,6,44,0,0,124,136
Trey Radocha,143190,WR,DRAKE,11,27.3,0,153,66.0,,36.8,0,0,0,0.0,0.0,,1,0,0,130,0,0,0,476,0,345,0,0,130,1
Carver Cheeks,176809,WR,N COLORADO,8,43.0,0,253,67.4,,83.5,0,0,0,0.0,0.0,,2,0,0,130,0,0,0,302,0,170,0,0,130,0
Dante Perri,143112,QB,LEHIGH,12,50.6,0,205,62.7,,60.4,0,0,0,0.0,0.0,,0,0,0,130,0,0,0,257,0,107,0,0,130,1
Jack Dilts,148556,T,DUQUESNE,8,100.0,0,155,56.5,69.9,51.3,0,3,53,100.0,100.0,95.3,0,4,1,129,0,0,89,129,57,57,0,40,72,0
Cameron Lewis,87522,TE,E TENN ST,5,51.6,1,157,71.2,63.7,56.5,0,1,18,14.0,13.6,97.2,3,1,0,129,0,0,0,250,19,140,0,0,110,125
Tyreek Wood,185535,TE,MORGAN ST,11,86.0,0,235,45.3,37.7,46.9,0,0,5,20.8,19.2,80.0,0,1,1,129,0,0,0,150,5,26,0,0,124,90
Jackson Wiles,143119,G,LEHIGH,6,100.0,0,205,50.2,27.4,54.7,0,4,50,100.0,100.0,96.0,0,4,0,129,88,0,0,129,53,53,41,0,76,0
Julien Stokes,148953,WR,PENN,10,40.7,0,267,69.9,62.1,60.4,0,0,1,0.6,0.5,100.0,1,0,0,129,0,0,0,317,1,188,0,0,128,0
Keeundra Salter,150808,T,ALABAMA ST,9,100.0,0,105,62.7,86.2,58.5,0,0,40,100.0,100.0,100.0,1,0,0,129,0,3,105,129,41,41,0,21,88,0
Ryan Belk,151137,TE,YALE,7,64.2,0,352,54.6,51.4,70.0,0,0,26,27.1,27.3,100.0,1,0,0,129,0,0,0,201,27,99,0,0,102,178
MJ Flowers,134081,HB,E ILLINOIS,12,20.1,0,158,76.5,47.4,55.3,2,9,108,27.3,27.7,94.0,0,12,1,129,0,0,0,643,114,411,0,0,15,0
Cooper Wallace,105556,HB,CITADEL,12,43.2,1,139,63.2,31.3,56.2,1,4,33,30.3,30.4,92.4,2,5,0,128,0,0,0,296,34,112,0,0,94,1
Aidan Corning,153461,T,E WASHGTON,5,100.0,0,161,52.2,38.3,54.8,0,3,41,100.0,100.0,96.3,0,3,0,128,0,0,13,128,42,42,0,115,86,0
Jermaine Corbett,165051,HB,MERRIMACK,11,27.7,1,385,71.8,64.3,59.8,0,2,53,28.5,28.4,98.1,2,2,0,128,0,0,0,462,56,197,0,0,72,0
Malcolm Mays,165409,QB,HAMPTON,12,36.3,0,178,79.7,,60.0,0,0,0,0.0,0.0,,0,0,0,128,0,0,0,353,0,183,0,0,128,0
Seamus Gilmartin,177453,TE,HARVARD,10,37.6,0,179,71.2,68.7,53.5,0,0,4,1.9,1.9,100.0,1,0,0,128,0,0,0,340,4,216,0,0,124,119
Chris Street,131668,HB,UTAHTC,9,38.4,0,1285,63.1,86.7,49.3,0,1,76,37.3,36.5,99.3,0,1,0,127,0,0,0,331,77,211,0,0,50,0
Cameron Alves,165018,WR,CENT CT ST,13,51.2,0,133,55.5,,58.3,0,0,0,0.0,0.0,,2,0,0,127,0,0,0,248,0,121,0,0,127,2
Jake Olson,143731,TE,MONTANA,14,74.7,0,232,66.2,72.5,59.7,0,0,7,15.9,14.0,100.0,1,0,0,127,0,0,1,170,7,50,0,0,120,131
PJ Enosa,173002,G,UTAHTC,5,100.0,1,1285,58.4,54.2,57.4,1,1,72,100.0,100.0,98.6,1,2,0,127,0,5,0,127,76,76,122,0,51,0
Adam Jones,176769,HB,MONTANA ST,15,25.7,0,233,79.0,56.9,71.1,1,1,63,26.1,26.0,98.4,0,2,0,127,0,0,0,494,64,246,0,0,63,2
Elijah Tau-Tolliver,147785,HB,SACRAMENTO,11,24.0,0,279,70.1,43.7,43.4,2,5,92,30.5,31.2,95.1,1,8,1,127,0,0,0,529,98,314,0,0,29,2
RJ Jackson,147895,WR,CAMPBELL,10,46.2,0,131,66.4,,60.9,0,0,0,0.0,0.0,,1,0,0,127,0,0,0,275,0,148,0,0,127,0
Nick Laughlin,170847,WR,MAINE,12,50.8,0,212,66.6,63.9,67.3,0,0,1,0.9,0.8,100.0,0,0,0,127,0,0,0,250,1,121,0,0,126,5
Reagan Andrew,161309,QB,BUTLER,12,26.7,0,127,89.0,,60.0,0,0,0,0.0,0.0,,1,0,0,127,0,0,0,475,0,261,0,0,127,0
Malik Bowen-Sims,122368,WR,AUSTINPEAY,11,35.5,0,116,55.2,,50.8,0,0,0,0.0,0.0,,0,0,0,127,0,0,0,358,0,231,0,0,127,0
Luke Schomburg,159795,QB,CHATTNOOGA,8,52.7,0,137,60.3,,60.0,0,0,0,0.0,0.0,,0,0,0,126,0,0,0,239,0,107,0,0,126,0
Tyler Terhark,125310,WR,N DAK ST,11,67.4,0,250,67.8,,64.7,0,0,0,0.0,0.0,,0,0,0,126,0,0,0,187,0,61,0,0,126,3
Elijah Philippe,175854,T,FL A&M,7,100.0,0,164,42.6,23.9,66.0,1,4,77,100.0,100.0,92.9,4,8,3,126,0,0,42,126,81,81,0,84,45,0
Zach Palmer-Smith,159550,HB,RICHMOND,13,21.6,0,276,82.7,77.1,60.4,0,2,57,23.4,23.4,96.5,0,3,1,126,0,0,0,584,59,252,0,0,67,1
Kaedyn Odermann,148883,WR,HARVARD,10,34.6,0,179,56.9,,62.7,0,0,0,0.0,0.0,,1,0,0,126,0,0,0,364,0,238,0,0,126,0
Xavier Gaillardetz,161245,WR,E TENN ST,12,52.5,0,157,65.6,,63.6,0,0,0,0.0,0.0,,0,0,0,126,0,0,0,240,0,114,0,0,126,1
Chad Mascoe II,160339,QB,CAMPBELL,8,31.3,1,131,69.4,,60.2,0,0,0,0.0,0.0,,2,0,0,126,0,0,0,403,0,229,0,0,126,0
Max Carter,165366,TE,VALPO,10,74.9,0,332,44.7,52.7,51.2,0,1,13,25.0,25.0,96.2,1,1,0,125,0,0,0,167,14,56,0,0,111,144
Carl Smith,123365,WR,ROB MORRIS,12,41.8,0,277,65.4,,67.3,0,0,0,0.0,0.0,,0,0,0,125,0,0,0,299,0,173,0,0,125,0
Trey Richburg,139011,G,NC CENT,7,100.0,0,247,55.7,43.3,56.2,1,3,50,100.0,100.0,94.0,0,5,1,125,0,115,0,125,53,53,10,0,72,0
Chris Herron,99472,WR,PRVIEW A&M,11,32.7,0,270,57.4,,53.9,0,0,0,0.0,0.0,,1,0,0,125,0,0,0,382,0,253,0,0,125,0
Eli Paulson,172168,WR,STTHOM,12,36.2,1,1129,60.0,29.1,71.3,0,0,0,0.0,0.0,,2,0,0,125,0,0,0,345,0,220,0,0,125,0
Cameron Gardner,84310,TE,MS VLY ST,11,46.1,0,228,60.1,49.8,45.7,0,0,4,2.8,2.7,100.0,1,0,0,124,0,0,0,269,4,149,0,0,120,61
Matthew Akuchie,123588,WR,WM & MARY,11,59.0,0,348,60.3,,73.2,0,0,0,0.0,0.0,,0,0,0,124,0,0,0,210,0,86,0,0,124,2
Mohamed Diawara,178379,WR,MARIST,11,27.1,1,213,60.4,57.7,52.5,0,0,2,0.6,0.6,100.0,1,0,0,124,0,0,0,458,2,335,1,0,122,2
Daniel Thomason,165736,WR,UTAHTC,12,38.0,1,1285,51.0,,59.9,0,0,0,0.0,0.0,,1,0,0,123,0,0,0,324,0,201,0,0,123,3
Declan McKevitt,148374,TE,MAINE,12,71.1,0,212,55.2,62.6,43.0,0,0,11,20.4,20.6,100.0,1,0,0,123,0,0,0,173,13,63,0,0,110,103
Reece Thomas,173086,WR,LNDNWD,12,33.6,1,949,62.6,66.0,61.5,0,0,2,0.9,0.8,100.0,1,0,0,123,0,0,0,366,2,245,0,0,121,0
Jack Rowland,147914,C,CHARLES SO,2,100.0,0,135,47.0,70.9,46.0,0,0,59,100.0,100.0,98.3,1,1,1,123,123,0,0,123,60,60,0,0,63,0
Kobe Warden,122815,WR,N ALABAMA,12,27.1,0,389,66.2,61.9,46.6,0,0,1,0.3,0.3,100.0,4,0,0,123,0,0,0,454,1,323,0,0,122,0
Corey Johnson,185010,G,N ARIZONA,4,100.0,0,252,62.4,58.3,61.9,1,6,62,100.0,100.0,92.7,1,8,1,123,12,0,0,123,64,64,111,0,59,0
Kevin McGuire,162316,WR,SACR HEART,11,48.4,0,280,67.4,,61.5,0,0,0,0.0,0.0,,0,0,0,123,0,0,0,254,0,131,0,0,123,0
Vincent Anthony,172132,TE,MOREHEAD,12,91.7,0,234,63.3,45.7,74.9,1,0,14,58.3,57.7,89.3,3,2,1,122,0,0,0,133,15,26,0,1,107,116
Joel Jameson,164359,T,HOUCHR,8,86.5,0,183,34.4,23.2,43.2,2,1,27,60.0,59.6,94.4,0,3,0,122,0,0,12,141,28,47,0,0,94,98
Trevion Green,192157,WR,MOREHEAD,12,48.6,0,234,57.2,,60.8,0,0,0,0.0,0.0,,1,0,0,122,0,0,0,251,0,129,0,0,122,0
Ben Ferguson,159806,WR,FURMAN,11,36.4,0,170,63.8,,41.5,0,0,0,0.0,0.0,,2,0,0,122,0,0,0,335,0,213,0,0,122,3
Michael Otterstedt,147581,TE,CAL POLY,8,74.8,0,129,52.4,57.8,55.0,1,1,25,37.9,37.9,92.0,3,3,1,122,0,0,0,163,25,66,0,0,97,150
Gavin Rutherford,178188,QB,STF AUSTIN,9,40.3,0,301,62.5,62.2,60.1,0,0,1,0.6,0.6,100.0,0,0,0,122,0,0,0,303,1,161,0,0,121,0
Malik Jackson,101675,TE,TOWSON,11,81.3,0,317,56.5,73.5,54.1,0,0,10,28.6,26.3,100.0,0,0,0,122,0,0,0,150,10,38,0,0,112,111
Tyree Taylor,178624,TE,CHARLES SO,12,61.0,0,135,63.7,34.2,54.0,1,1,17,18.3,18.8,94.1,0,2,0,122,0,0,0,200,18,96,0,0,104,160
Alex Williams,145537,TE,W ILLINOIS,11,63.2,0,345,46.6,27.3,48.9,2,3,30,30.6,30.4,88.3,1,6,1,122,0,0,1,193,31,102,0,1,91,153
Dante Jones,122301,G,CAMPBELL,2,100.0,0,131,47.2,59.9,49.3,0,2,48,100.0,100.0,97.9,2,2,0,122,0,122,0,122,53,53,0,0,69,0
Treyvon Branch,138505,T,MORGAN ST,2,100.0,0,235,55.6,54.6,54.8,1,3,47,100.0,100.0,93.6,0,5,1,122,0,0,0,122,51,51,0,122,71,0
Reese Dykstra,155884,TE,LIUSHAR,11,87.8,0,1298,56.0,73.6,57.5,0,0,9,34.6,34.6,100.0,1,0,0,122,0,0,0,139,9,26,0,0,113,94
Tysen Kershaw,138279,WR,N IOWA,10,46.2,0,255,63.9,,70.1,0,0,0,0.0,0.0,,1,0,0,122,0,0,0,264,0,142,0,0,122,0
Will Downes,109276,WR,MARIST,10,30.4,0,213,58.7,,55.5,0,0,0,0.0,0.0,,1,0,0,122,0,0,0,401,0,279,0,0,122,0
Nick Kupfer,148137,WR,N DAKOTA,12,44.7,0,249,67.9,64.5,59.4,0,0,1,0.7,0.7,100.0,0,0,0,122,0,0,0,273,1,151,0,0,121,2
Autavius Ison,178608,HB,CHARLES SO,11,27.9,0,135,69.6,56.8,52.8,0,2,47,25.4,25.8,95.7,1,3,1,122,0,0,0,438,49,190,0,0,73,0
Ryan Osborne,171194,TE,HARVARD,8,60.5,0,179,69.7,83.8,65.5,0,0,3,3.8,3.7,100.0,0,0,0,121,0,0,0,200,3,82,0,0,118,76
CJ Nelson,162514,WR,E ILLINOIS,11,30.9,0,158,54.9,,44.6,0,0,0,0.0,0.0,,2,0,0,121,0,0,0,391,0,269,0,0,121,0
Aidan Sayin,148974,QB,PENN,6,36.4,0,267,59.4,,60.3,0,0,0,0.0,0.0,,0,0,0,121,0,0,0,332,0,194,0,0,121,0
Luke Yoder,172094,HB,LEHIGH,13,26.9,0,205,79.8,86.5,62.5,0,0,46,27.5,27.1,100.0,0,0,0,120,0,0,0,446,49,181,0,0,71,0
